,Review_Text,Pred
743,"I visited this place last Sunday. Music is okay,But very big place like cinema theatre. Food was not much better,lighting was okay but not creative,service was good.Inside not smoking its bad thing. End of the day it's like build a club feel but not proper club feel.",1.0
744,"Chilly corn in veg starters were very good, tandoori paneer veg starter was not up to mark,lot of oil ,even bread crumbs in tomato soup were too oily. Rest ambience and service are good here.",1.0
745,"One of the best places to chill and drink in Hyderabad. The Japanese fried chicken, the kung pao chicken and the beautiful ice cold brewed beer ( we loved the Weizen Bock beer) are the best. Ask for Kamal who is simply the sweetest and the best server at the place. He recommended the best dishes and the best beer. Make sure to ask for Kamal when visiting OTM. Cheers!!!",4.0
746,"Awesome food, very good ambience, centrally located, ample parking....coordination between serving boys / service has scope for improvement, boys very courteous though. Not sure why the bar was closed on a Saturday evening....Overall good experience & extremely value for money....will visit again!",5.0
747,"This review is for delivery. We ordered a half kg butterscotch cake. It was really really great in taste. The texture of the cake with perfect amount of butterscotch made it more special.

Edited review- we finally went to the outlet. As soon as we entered the food fragrance got us. We ordered some snavks and they were good",5.0
748,The music was over the top and it has a decent dance floor. Food was good and this place accepts zomato gold 1+1 offer. As it’s a bar exchange you will get to enjoy drinks at lower cost as well 😉,4.0
749,"I visited this place with my brother after reading some great reviews and ratings on Zomato. Though the restaurant claims to be authentic original Hyderabadi taste the Gachibowli branch was open in 2015. Given that the ambiance and maintenance is pathetic. It looks and feel extremely unhygienic to the point that we had second thoughts eating there. Staff was extremely disorganized and there were many customers seen complaining.
So for ambiance and hygiene it's a complete NO...
Food was okay we ordered Apollo fish starter which was very hard. And spcl mutton biryani which was good but nothing exceptional and Paradise or Pista house has better taste than it. Quantity wise it was sufficient for both of us. And it was pocket friendly hence 2 ratings.
I would not be visiting or suggesting this place to anyone.",4.0
750,"Follow me on instagram : survivingforfood

Food : alfredopassta with overloaded mozarella cheese and chicken pizza . Loved the food and everything about the rooftop pub itz juz a minimal place wear it is suitable only for 30 count , but diz place has amazing bollywood nights and dj need to appreciate there and kindness towards the customer do visit this and the dancefloor food was really amazing 5⭐️ Pourhouse Bistro",5.0
751,"Nice place to go to catch up with friends over a couple of drinks. Live music nights are really soothing and the ambiance is great. Service can improve. In house brew collection is good but can add more variety to it, since customers look for ranges. Thanks!",5.0
752,good,5.0
753,Good place for bakery food. Mutligrain cereal bread tasted good and desserts are awesome. Had Red velvet donut and Apple muffin.The cakes are little over priced but you can get for what you have paid for ..,4.0
754,"Just don't go by rating...

It's an AWESOME experience.

Umakant is just awesome.....served to the satisfaction of 16 guys...

Music is too cool...

Party was just Grrreaaaaattt",3.0
755,"Been to Club Rogue last Saturday I.e. 13th April 2019. We chose this place as it was a Bollywood night. Lot of things to get told about this place.
First, coming to the ambience. It's a nice big place. The pricing is reasonable. We were given a place of our liking after a little followup.
Now coming to the attitude & rules of the club. The entrance has a prominent display which says, only couple allowed in after 7pm. Easily 10 bounces at the entrance, but inside- NIL! In spite of the display board saying only couples, they have allowed stags in. The dance floor was unchecked. Anyone could dance, feel you or ogle at you and not one single staff to monitor anything.
The Bollywood songs started at 11.10pm! I don't know what were they waiting for till so late to start playing Bollywood music.
Overall, a nice place but definitely enter this place with caution & at your risk & evaluate your need to visit this place.
Service was good. We were attended to well, by our server Mr. Kunal.",5.0
756,"Food is a bit spicy.
Otherwise it's quite good and tasty.
Chicken popcorn were very good and the chicken was soft.
The rice bowl had a nice combination of ingredients.",5.0
757,"It's a small place with nice ambience and comfortable sitting. The service was quick and people were friendly. The noodles we ordered were okay, and the veg kung Pao was good. It's a nice place for a casual hangout and Chinese food.",5.0
758,It's a good chain of bakery here in the city well they give quite decent quality and quantity of food but only issue while ordering with Karachi bakery is the cheese burst sandwich french fries foot long get cold n looses the freshness for home delivery well I request to Karachi bakery to find an alternative for this ....,4.0
759,I love Thai red curry here. Awesome Chinese food. So many options to try different foods. Ambience is good and staff is very friendly and recommend different varaities.,5.0
760,"Soumen Das waited our table! Thanks buddy for a great service. Will visit soon!
Soumen Das waited our table! Thanks buddy for a great service. Will visit soon!Soumen Das waited our table! Thanks buddy for a great service. Will visit soon!
Soumen Das waited our table! Thanks buddy for a great service. Will visit soon!",5.0
761,The biryani was good.The service is good.suggest everyone to visit.Its a good place to come with the family and it's a place where you can visit again and again,5.0
762,This place is simply amazing with authentic Telugu menu and the food presentation. Lovely ambience and equally tasty food . There is a complimentary jalebi and at the end masala pan which is a very nice gesture . Overall a very good experience,5.0
763,"sorry for the late review , ordered for mutton biryani hundi taste was good but not great good quantity with the high quality meat , but they have to follow the instruction which the customer has placed i have ask them to give double spice but they did not followed . one thing for that the rating will be 3 will see in next ordered how they react to the instructions.",5.0
764,good service and taste is Good,5.0
765,"This ppl were very irresponsible. There swiping machine was not working.
But still they have asked us to enter pin for almost 3-4 times
I have shown a person there that the money was deducted but still he was not agreeing and asked us to do again..
Nd said if it happens the money will be returned back in 24hrs
But actually very disappointing is
We went there on Feb 23rd btw 7 to 8: 15
We got a email that there

Today on Feb 24th at 10am 11: 03am the money was again deducted..
Am asking you very politely if you return them back it's okay..
Or else am gonna file a case for fraud transaction",1.0
766,"#Disappointed

Went for dinner with friends. Was bit disappointed with the service and food. Firstly due to lack of space they have clubbed Urban Asia nd Eat India on the same floor. Which make service bit slow and confused.
We opted for buffet, here also they served fusion of both the restaurant. For example they served chicken sorba for non-veg and Khaw-Souy for veg.
It's simply confusing and making ur dinning experience not that great.",5.0
767,"Experienced the best haleem here. Murg Musalam taste was good. Service was awesome, they were too respectable. Good ambiance. I recommend to my family and friends.",3.0
768,"Food: ordered crispy honey chilli potatoes, kafuli, shaam savera and naans, everything was spiced appropriately. Kafuli was less spicy and shaam savera was good in taste nor too spicy nor too sweet, a tangy taste of tomato gravy.

Service: a little bit slow as there were only few tables occupied but i think they have just few staff members.

Ambience: it has indoor and outdoor seating both, we sat indoor where a projector is mounted and songs were played. Ambience is overall very average.

Value for money: Great. It is actually cheaper than we expected for the quantity and quality of food it served.",5.0
769,"Nice place for non drinker.
Had order broccoli starter, taste was good.
Order couple of veg curries, taste was good

Surprisingly they did server any dal",5.0
770,"Awesome Arabian food joint ... your search for Mandi should end here for good. Calm and serene place on the 6th floor, has ample parking space as it is within gated community. Went out for family dinner menu is not huge but has something to satisfy everyone’s taste buds provided you are a non vegetarian. For starters tried the fish grill and Lebanese juicy chicken. It was one of the best fish dishes I’ve tasted in town, I’m particular about my fish, not much bones or fins, should not
Smell bad and should be cooked well, all 3 criteria was a tick with a wonderful flavour and the accompanying mayo sauce was just perfect. High standards set with first dish, expectations were only growing as we waited for Lebanese chicken , it was just juicy , cooked well and was fresh and tasted great. So a 5 on 5 for starters. Now moving to the the attraction of the day, the Mandi it was authentic Middle East preparation, with tangy spicy gravy accompaniments, ordered juicy mutton Mandi, mutton quality was above par, Mandi was great , if you are a spice lover, Mandi is not for you. Ended the day with baklawa which was usual.
Recommend must try place for Mandi",4.0
771,"Chicken nuggets must try here....bbq chicken mandi is too gud....but ambience is not too gud...and not so neat...
But itsgud only for taste food..waiting time is too high bettween 8-10",5.0
772,"The restaurant is not hygiene. All houseflies around. The staff especially the receptionist was rude when asked about the hygiene. Even if you order food, they don’t provide basic stuff like plastic spoon along with food. Totally disappointed with this restaurant.",1.0
773,"Have been there several times and have opted for delivery too.

They serve pretty good authentic North Indian food. Mutton Rogan Josh, Butter Chicken and Dal Makhni are top notch. Very flavorful and authentic.

Galaouti Kebabs are by far the best item in the menu.

Story goes that one particular Nawab of Lucknow, who was an infamous couch potato, had lost the use of his dentures and was looking for something pate style, which needed no chewing yet imparted the flavors of a fine kebab. So Galaouti‘s were invented.

And the mutton Galaouti’s served here, are exactly like mentioned above. Very soft not much chewing required, they just melt in the mouth. They are served with ulta tawa paratha's and is a must must try.

Pricing is very economical and occasionally they offer 50% discount too over Uber eats.So, if u have a thing for North Indian cuisine it's a nice place to go.",4.0
774,Never order full meals online... At the end you will get disappointed with incorrect items.. From the given menu... Expected alot by seeings reviews.,1.0
775,Super Tasty Maggi,5.0
776,"A very nice place with a very humble staff. Quick service and a hospitable ambience. Very delicious food, probably the best biryanis in the country and the starters are no less either.",5.0
777,it was nice..,5.0
778,I have ordered willy Wonka for home delivery.. It became over frozen by the time I received the same.. I did a complain and very next day Cream stone sent another ice cream for free.. Keep up ur good service,2.0
779,"We've been here on recommendation from my colleague that the starters are on fire since I am a big fan of starters.
So as soon as we reached the spot, we could see that the restaurant was congested and somehow they just wanted to fit in the Gachibowli area. The interior was also tiny and seemed confined.
Anyhow we ordered chicken garlic, chicken biryani as that was a very standard item to test on any new restaurant. The staff were ok, not quick but not rash though. Even though they got our food very late, they somehow tried to convince us with something non-relatable situations.
Forgetting all that, we just wanted to concentrate on our food. As soon as we had our first bite, the first thing that came to our mind was - it's good but not great. The flavour in the Biryani was good but the quantity was on a lesser side when compared to the prices.
Overall, it's a place where you can visit once in a while if you stay/work near Gachibowli. This is not a place to visit from a long distance.

Food - 3/5
Service - 3/5
Ambience - 3/5
Value for money - 2.5/5
Overall - 3/5",4.0
780,"We were a group of 10 out on a team lunch. We opted for a mix of veg and non veg buffet. The spread, right from the salads to the dips and the desserts was wide and each of the individual dishes were delectable. Do try the Dal makhni and Indian dessert options.
This is a must try place and worth the money you pay for the experience.",5.0
781,Wonderful place with good food taste i like the way they prepare the food. There i like they serve to us and the way they maintain the restaurant clean,5.0
782,"Recently we were invited for a food tasting session here at Marsala Food Company! We had heard mixed reviews about this place soo wanted to check out how it actually is! Well to start with, as soon as we entered we were quite impressed by their interiors and their seating arrangement! They have the Arabian style of seating i.e sitting down on with the food placed on stools and also they have the normal high table seating for people who don't wish to sit down! The place is dimly lit and very calm! You can enjoy the food with an overview of the traffic passing from infront of the DLF gate no 3, opposite to which is this place Marsala Food Company! So after we settled down they brought in the soups, we had the Arabian Chicken soup and the Lemon coriander soup! We just loved the Arabian Chicken Soup, it was really tasty and the chicken pieces were very tender! Whereas the lemon coriander soup was a bit spicy which is quite unexpected and also we felt it could be a little more improved! Next came vast spread of starters including both veg and non veg! The starters included Chicken pahadi, Paneer papdi, kung pao mushroom, Dragon chicken, Haryali fish tikka, Golden fried prawns, Golden fried babycorn, chilli paneer, lahori chicken kebab and mushroom moti tikka! Starters were really good in taste! Specially the non veg and seafood starters! Chicken pahadi, a dish prepared by marinating the boneless pieces in fresh mint, coriander, ginger and garlic paste and yoghurt, had a very refreshing and delectable taste! The chicken pieces were really tender and very properly cooked! The dragon chicken was a bit spicy and juicy but really good in taste! The golden fried prawns and babycorn are prepared by marinating them in the battered paste! These are really crispy and amazingly tasty! You definitely are going to love the starters here! ❤ Next they brought their famous Mandis on our table which included Mutton Juicy Marg Mandi, Grilled chicken Mandi and Fish Fried Mandi! Although all of them were good enough the one that stood apart was the Grilled Chicken Mandi! The rice in the mandi is very flavorful and yummy! And the chicken is grilled to perfection making it juicy and tender! The quantity was also ample...it can serve 4! In between all the starters and the mandis they also served us their milkshakes which had kitkat milkshake, Butterscotch milkshake and strawberry delight! Strawberry was our favourite! Made of fresh strawberries this shake gives you a refreshing taste and also You will order for another one 😉 And at the end of it all, we were served the desserts...the desserts which You commonly see in the Hyderabadi functions! They had the Qubani ka meetha, Double ka meetha, Kaddu ki kheer and Gulab Jamun! We strongly feel that they should improve on their desserts! They were just okay-ish! Dessert is the way to Man's Heart...soo it shouldn't be taken lightly! But overall it was a good experience here at Marsala, the staff was really nice and friendly and the food except for the desserts was really amazing! Do try this place...specially for their starters and the grilled chicken Mandi! 😍",4.0
783,"The best haleem in the city, mouth watering tummy satisfying dish... Eid is not fullfilled without eating this haleem... I am very happy to suggest pista house to the food lovers in the city who have not yet tried",5.0
784,"Location: just opposite Gachibowli police station

Ambience: its beautifully decorated with both modern n urban indian styled art. Dimmed lighting.. good soothing music

Food: we went for a customised buffet as we were bunch of 25 team members and made a corporate reservation. It consisted of 4non veg n 4veg strters
3 main course and 5desserts

Its was a good place to hangout with big groups",4.0
785,Great staff #Bharathi has given her best in her service. Good food and great service. Kudos to the management and staff. I would recommend it to friends and family.,5.0
786,"i order the  food through zomato. wide O.No. 1286553601 its a combo one, waste of money. never ever go to this Shree Santosh Dhaba Family Restaurant. don't waste your money",1.0
787,"Visited this place for buffet lunch with team.The Starters were very good.They will serve starters on table..Even the main course was good...Loved Phirni and Chico Lava cake as well.However, the ice cream was not good.Staff was courteous as well..",4.0
788,Well we’re new to Hyderabad . And I can for a fact say that it’s probably the best place I’ve eaten a buffet at in Hyderabad period . Especially id like to thank Shurvo and Papiya for their amazing service . Double metha was just too good . Overall a worthwhile experience,5.0
789,"It was an ok ok place ambiance was quite ok
Every item in the menu was costly and the sizzler was also not upto the mark
Serving was a bit slow and preparation time was high more or less it was not a fine dining experience",3.0
790,It's good place to visit. Pradhan was serving us. He was polite and friendly. Had a good time. Like to visit again at night for checking out.,5.0
791,worst quality,1.0
792,"Went here for lunch with friends given this was near our place. Had heard rave reviews so decided to give it a try. 

During lunchtime, the place had few patrons but the service was good. We took an outside seating. 

Ordered a nachos platter, chicken drums of heaven, tawa murg khatta pyaz and kadhai chicken. Accompanied with butter naan.

The nachos were crisp and came with delicious toppings of salsa and cream cheese. The chicken dishes were delicious and each had its own distinct taste. The chicken pieces themselves were quite chunky and juicy. We really liked chicken drums of heaven with its crunchy outer covering from the batter and juicy inside. 

Overall, the dishes were a must try. With a large menu and varieties, I know I'll be coming back here again for sure to try their signature fish, prawns, and lobster fare.

Ambiance - 5/5
Service - 4/5
Food - 5/5
Value for Money - 4/5",4.0
793,"Visited it along with my friends for lunch today..
Most of the staters were served was of same taste n less grilled.Fish n chicken n prawn everything tastes same.After repetative reminder also they served the same.Also there is not much varieties are available for stater.Main course is ok.Deserts are pathetic.They are serving it for namesake..It's a horrible experience overall",1.0
794,I usually dont write reviews. This is perhaps my first one and you should probably guess the level of my frustration with this place. Just one word...small and deplorable. Cold food and poor service sums it all. Quite surprising that this is part of an elite chain...actually shocking. Have spare money...go to a better place....not this one.,1.0
795,Good food and good service. Good options for vegetarians also. Desserts are very tasty. Ambience is also neat and the place looks very hygienic,5.0
796,"A friend of mine recommended this place .....The best part of this place is the variety of Beers that are available. Very few places in Hyderabad where beer taste is nice and it will be one of them.

Food is above average and Ambience is nice. Sports lovers can hangout here enjoying their drinks.",5.0
797,"One definitely have to try their coconut bun and cream cheese bagels. Bread loafs are so fresh here, and we can get variety of cheese. Super place to hangout.",5.0
798,Serving not upto the basic standards. Place smells wierd and costs not at all fair. Not a preferred place for vegetarians. Most of the items on the menu not available,5.0
799,Very good food with great ambience . specially Govind's service was extremely good with very good behaviour who had a very good attitude throughout our dinner,5.0
800,This restaurant is not for people who like dum biryani. Its a royal dining restaurant with that kind of interiors and biryani tastes good as well,4.0
801,"Apparently on holidays,half their staff too goes on a holiday.
The service was horrible, took them 10 minutes to clean our table and another 10 minutes to serve us water.
If this wasn't frustrating enough, they took 30 minutes more to get us undercooked food and some of the dishes in the thali were cold.",1.0
802,"Ordered food from this place which has very interesting menu but not so satisfying taste..However,the variety of items which are available seems to be good..",5.0
803,chicken bad smell and seems it got spoiled.,1.0
804,"Waiter: Bahadur, very well spoken and serves fast.
Rahmath, Ripun - good job 👍🏻we are very happy there's service also lovely pic again visit soon love abs ,,,,,,,,,,,",5.0
805,"I have been there here thrice. The food is simply amazing but it's too costly.
Must try : crispy corn , cheesy french fries , deli 9 spl pizza and munchuria noodles lunch combo.
Mocktails : virgin motijo",5.0
806,was beautiful-peaceful and relaxing. Staff was outstanding. The restaurant was exceptional along with the hosts and servers. A must visit place,5.0
807,"Everything since I entered the restaurant was a disaster. I received cold food after 45 minutes after I placed the order, that too after multiple complaints. The drinks quality was not good. It happened twice that the staff forgot the order after we placed it. They had to be reminded about the order. Overall very bad experience regarding food quality, drinks quality and service. Would not recommend to visit.",1.0
808,"This is relatively new place. Glass onion has a good ambiance and surroundings. Tried pasta , grilled chicken and couple of other starters.. service is very slow .. otherwise a good place and priced well",4.0
809,"I visited this place on last Saturday and I really enjoyed the evening. The best thing which I liked about the place was only groups and couples were allowed to enter the Dancing floor which does not happen in Delhi . I really liked the food and the crowd, would love to visit again .",5.0
810,They charged money for ketchup but they didn't provide any ketchup without ketchup how people can eat Gobi Manchuria and onion lemon are also not provided so no taste,1.0
811,"We went for breakfast to cafe eclat on a Sunday morning. We ordered spinach omelette, belgian waffles, coffee and gelato. Everything was delicious but over priced for the quantity, especially the waffles. Overall, it's a good place with happy vibes. Just a little overpriced and the portions are small.",4.0
812,awesome food,1.0
813,"Instagram | veganyums_

Looking for a romantic dinner? I would say this is one of the best place in Hyderabad. Amazing ambience along the poolside. My review is based on the session invite.

We started our dinner with Thai coconut soup. Perfectly cooked veggies like carrot, broccoli, zucchini dipped into the coconut milk. It was very tasty.

In starters, we were served Beetroot paneer Tikka and Sikampuri kebab. Plating was very tempting. Paneer Tikka goes really well with the chutney they served with it. And the kebab, it was the best Sikampuri kebab I have ever had. Perfectly cooked and moist inside.

In mocktails, they suggested their best sellers which were apple cooler and minty mango. Apple cooler was little tangy and minty mango was on sweeter side. I just loved the latter one. It was very refreshing.

Then comes the main course. We had Malai kofta - modak shaped kofta layered with cashew curry. Sweetness was balanced and delicious in taste. Must try with their herb paratha. We also had Stuffed capsicum - one of the famous and ultimate dish in India. If you have only curry, you may find it salty, but have it with capsicum and you will feel it like a heaven.

In dessert, I had brownie with vanilla ice cream. Brownie was nice, soft, crispy outside and moist inside.

Overall, my experience was amazing with Mazzo. Bhuvnesh - the main chef is very humble person and his suggestions were really helpful while having a dinner. I also enjoyed the service from their courteous staff.",5.0
814,wrost food in my life waste of money,1.0
815,Cake was stale,1.0
816,"bhindu do pyaza is good, but chapati is not well cooked",5.0
817,"One of the best place to have biryani in gachibowli.
Biryani is best here. Service is good.
Good thing is you can get 1+1 on food here. Enjoy the great food",5.0
818,"This Place was really amazing, as usual the staff is very polite, Appreciate their work in maintaining professionalism, loved being serviced by Saif Ali Khan and staff..",5.0
819,"Can improve your main course and desserts spread. I would have rated 3 but I am giving a 1 because one of your servers' behavior was bad in our office party. When my friend asked for a blue lagoon, he insulted him in front of everybody by saying that blue lagoon is for kids, not men... just because it's a soft drink. One need not believe in others' beliefs and customs, but at least respect them and not insult them. Train your staff appropriately.",1.0
820,"I have booked for a corporate lunch at this place. When we went to this place to be frank we are with zero expectations on this but at the end the of our lunch all my teammates are happy with this place. Best part here is their starters, desserts and chat items. Here jelebi with rabdi is extremely super 😋. Service was bit slow but their respect towards customers made us forget that. Only area where they can improve is the main course options. Thanks Indi Grill for giving us one of the finest lunches ever we had.",5.0
821,"I'm a pure non vegetarian, but this place became an exception after I first went there. They serve fresh, hygienic, tasty and flavourful food. They also serve warm ghee with each meal (unlimited).

You should try this place. It will change your perceptions on veg food!",4.0
822,I ordered with them yesturday and got chicken in my veg pad thai!!! :( very disappointed with it as xhilli potato was really nice. I dont recommend anyway who is vegetarian as I couldn't even reach them on phone....,1.0
823,"This place is beautiful and has lovely ambience. Food tastes amazing and service is good.
Been to this place numerous times and every time i go I feel it new. Overall a place worth visiting.",5.0
824,"This place is good for your friend and famlily.they have good variety of appetiser.
 Their service is very freindly. I have visit twise in this hotel  and also seafood verity is superb.. the dj was also great my over all experience was very nice..
Thakk you....",5.0
825,"Awesome food.. good ambience... ,,, Very humble staff. ... Food also really good and testy...,,,,,,,,nice place everything is ok but need to lmprove of service?.",5.0
826,Kirak Bole tho kirak Hyderabadi language just loved it had a nice time enjoyed the food mainly pan Kulfi loved iiiittttttttttttttttttttttttttt,5.0
827,Excellent food and excellent service by mr Krishna and ijujal I am full happy either the food and service thank you gays and thank abs I am coming again and again thank,5.0
828,"Worst food received, low quality rice was used, egg fried rice was almost spoiler, unable to eat. Worst experience ever, does not recommend.",1.0
829,"It's good, quick deliveries, i like it, and I used it first time, feels good but need some lemons and onions more, please try to do that 🙂🙂",2.0
830,"Couldn't help but indulge my sweettooth in this store located in the Dlf lane. India's first to introduce Gelato as base of their shakes. You can choose your base between gelato or avalanche, which is basically yogurt based icecream.
New menu is interesting. Happy to see savoury items on the menu as well.

Tried Coffee hazelnut shake - must say the coffee is neither mild nor overpowering, just the right amount and was good. It's loaded with whipped cream topped with choco chips.

Caramel Brownie shake--- now this is a stealer. Would give a 5 just for this. Probably the best caramel shake I ever had. Total yumminess. Even the colour is drool worthy. A must try here. Yes the sugar content is high and too sweet. Some pampering for your sweet tooth.

Peri peri fries - how interesting is it to get options for your fries, when you even love them as such. I opted for peri peri spice and it tasted good and is for someone who really like their fries spicy

Tried crushers passion fruit flavour which was okayish",5.0
831,"Although we booked our table, the suitable table couldnt be found for us. One guy passed to another one and we sat outside. After this they send inside. Finally the table was found for us.
We ordered Jägermeister and Baileys but we had nuts for the prices 375 and 450 (see the portion).
Ok I understand that prices are fluctuates, but we didn't know that we paid for this little shots. These drinks serves with proper glass with ices, BIGGER PORTIONS, THIS IS CHARGING.
Will never visit this place again!",1.0
832,"Awesome ambience, superb music, definitely a great and most happening place. Bit costly place I feel and crowded as well.

Perfect place for friday evening party!",5.0
833,"Had amazing combos at karachi bakery , the combination was very good garlic bread with pasta , pizza and chicken wings , chicken manchuria and noddles , all things were lip smacking.",2.0
834,Good place to spend time with friends and colleagues.. DJ is great.. and loved the bar structure..service was quick and staff were quite interactive. would like to appreciate Anmol the bar staff.,5.0
835,"Pathetic experience I have had in recent times. Arrived for buffet at 2pm I. Saturday afternoon. The food was cold as ice, no starters at the food table and support staff least bothered about checking on food and customers.

The only thing that was severed as per it's level was the welcome drink and unsatisfied food experience.

Until raising voice at the restaurant and threarting them on not paying the is when they got the attention and realized that shit food was cold.

Later is when they got the hot food which no variety and disappointed good experience.

Will not prefer anyone to visit this place and was a disappointing experience for a office team lunch and regret choosing this place as option.

Really disappointed",5.0
836,this is not up to kfc,5.0
837,The best place to have Punjabi cuisine. Ordered Paneer Mussalam( Paneer stuffed masala curry)with cheese and garlic naan and was divine. Mushroom cheese starter and Honey potato chilli were mouth watering. Loved this place and the waiters were were very polite.,5.0
838,"Been here with family over a dinner on Thursday. After a movie was thinking about having a luxury dinner and feast hit my head. The ambience was good. The hospitality was great. Need to mention about Chef.Chimnayi and also steward Dharma for there living hospitality.

Coming to food, the spread was big with and uncountable with cuisines like Lebanese, chinese, Indian and continental. After so long I actually loved the taste of almost all items. Be it salads, starters, main course and finally my most favorite desserts.

They served 18+4 varieties of cold & hot desserts which are prepared by their own and not outsourced.
Special mention chocolate pudding, gud ki lapsi, wood fried pizza, salads, baked yogurt & pure ghee be an ladoo.
Food 5/5
Ambience 3/5
Rating 4/5
Hospitality 4/5",4.0
839,"Too costly and food was not up to the cost quantity also very less i will not recommend to go to this place, Crowd will be less and waiting time also little more",5.0
840,"Good food, great service... Been coming here since years and the best thing is that it's always been stable with the food quality & service... Good place to hangout... Love it 😊",5.0
841,Service was good and food also good ambiance good I had chicken biriyani and egg biriyani both are really good nice service with good food overall good,5.0
842,"On the B-day I was looking for a place which has outdoor/poolside sitting and after searching lots of places around including Prego which I also like, Mazzo by Marriot came up in the results while Zomato-ing and I thought why not to give it a shot. . Anyways, this place was in my list since long to explore but I was looking for an occasion or right time to visit and what could be better than a dinner date on your birthday! ...
Read full post on vidzkitchen.in",5.0
843,excellent,5.0
844,Good,5.0
845,Till now its the best place for a perfect dinner date if you really have one 😉. Food i rate it at 3.5 as pasta we ordered was half cooked but quantity was better than my expectations.,4.0
846,Been to this place on a weekend surprisingly the place was empty but started to fill in soon..ordered prawns and paneer tikka..they tasted good...also ordered corn.. didn't taste that great...coming to movcktails I've ordered aaamsutra didn't feel like there was alcohol in it..the fruit punch was pretty good though...the music was too loud coz of which we couldn't have proper conversation...a decent place to chill n dance..,4.0
847,good,5.0
848,It's a good option but the bread they use for hot dogs and burgers is something which has to be improved. Burgers buns are too thick and the patty and filling at times is way too oily. They have pretty good dining area too on the first floor. The place is neat and service is pretty fast. Being an old brand catering to twin cities this place has always been a good option to grab some quick bites and lip smacking pastries.,4.0
849,He was so punctual and cooperative,5.0
850,"Great ambience, awesome cocktails, delicious food, fabulous service. What more do you need from a place. Music could have been better. Recommend Pennicilin for Whiskey lovers",3.0
851,"Food and ambience is nice..
Chiken chettinadu and Chicken pulao is toooo good so as beer and vodka....
And I appreciate Kamal's quick sevice..👍👍",5.0
852,"Quirky interiors + Great food = Perfect! Must try - Coffee and brownie! This place has great interiors and it’s not just about the food here. At Driven Cafe, you can even hire cars and bikes!",5.0
853,"Want good back grounds for a retro themed photoshoot and while you’re at it , munch on some delicious food? Karachi Cafe , Gachibowli is THE place for you!
Food:
•Peri peri chicken- This dish includes chicken breast topped with peri peri sauce ,is served with mashed potatoes ,Garlic bread and sautéed vegetables.
The chicken was properly marinated and cooked to perfection with the tenderness still intact, it was already sliced to bite sized pieces.
•Chicken pesto sandwich- The sandwiches have a filling of chicken marinated in pesto sauce along with cucumbers and tomatoes; served with potato wedges and tomato ketchup. It has very light taste and perfect meal for two on Hot summer day.
•Bun Maska- Literally the best BUNS you could get your hands on! Filled with fresh cream, melted butter and a layer of white sugar, it’s literally addictive!

Beverages:
•Cold coffee- The beverage wasn’t cold or strong enough to be called as cold coffee in the first place. Would not recommend this drink.
•Irani chai- generally Irani chai is suppose to be milky and sweet but this wasn’t very sugary. It had a mild yet tempting taste . Would definitely recommend.

Ambience: Every wall is decorated with vintage posters, articles and artwork, the front panel of the cafe is made of glass which gives a beautiful glowing effect to the space and the green plants add to its beauty. Perfect place for a formal meeting or a casual hangout with friends or family.",4.0
854,"Been many times here and the place is not crouded during dinner time, the best time to visit this place is during dinner time only as lunch time too much crouded with office guys specially Mon to Fri, coming to food , prawns and fish starters are too too good , other kebabs also too good, staff is too good in service and they treat us like kings and queens, I strongly recommend Gachibowli branch as less crowded during dinner and weekens",5.0
855,"So was here like 10 mins back, the place is kinda okayish but considering that price range it becomes even more undesirable.. dessert was probably the best part of the whole course.. everything else was mediocre at best. The Atmosphere is lack luster so even that doesn't help.. So yeah not the most exciting places to visit",5.0
856,"Food is okay but not that good , you can miss ordering food from here and you will not miss anything. I had a chicken Biryani one day and it was not able to finish it as it was not that tempting",4.0
857,"We went here for lunch on a girls day out and were amazed with the classy ambiance and decor.

First thing that made us happy was the interiors and the way the place was done.

We tried veg platter for starters which was delicious. The quantities was just right for two people.

We enjoyed some mocktails alongside and a bowl of corns.

The place is a bit expensive but I think it's worth it as we loved the food and the ambiance.

We certainly would love to revisit it on a date night and enjoy the rooftop experience. At the time we went the rooftop was closed as some renovations were going on.

Highly recommended!",5.0
858,Very friendly staff... Good service... I went for Mandi but even buffet was looking nice. Good and different taste of Mandi as well. #ArabianRestaurant,5.0
859,"I visited this place on a weekday in the evening to have a snack.
- Ambience was good. Service was prompt and responsive.
- I ordered Pineapple lemonade, cheesy fries and chicken burger.
Liked the cheesy fries (with mustard sauce)and burger.
Overall good place to hangout and have a snack. Will visit this place again. :)",5.0
860,"Really worth for amount, many starters and those are good, soup and Gulab Jamon and curd rice, noodles are good veg biriyani, sambar and dal fry are good.",4.0
861,"Best Sunday evening of Gachibowli Hydrabad, Dj rocks awoesom Bollywood mashups live music was also very very good, I came with my coulege for celebration, after our Project launch party. Was full tired but good quality sound selection of songs, mature and professional staff change our constraints, restart our engine 😎😎🤗🤗.

Service was very quick
Food.. fish tikka
Chicken tikka
Meat ball
Dal tadka
Mutton biryani with raita

Star was 1. FRESH BELGIUM fresh BEER.😀
2. Service and staff
3. Apricot Pudding..

Cheers keep it..

Suggestion.. Please ask to customer ki dal tadka mei kadi patta dalne ko. If requir then only add ... Thanks",5.0
